PAMID,CountryCode,Country,PAM No,Name,Objective,Description,Type of instrument,Primary EU policy responsible objectives,Secondary EU policy responsible objectives,Tertiary EU policy responsible objectives,Related EU policies,Affected GHG,Link to EU Emissions Trading Scheme ETS,Targeted sectors,Status,Start year,End year,Comment on implementation period,Type of implementing entities,Name of implementing entities,Projection scenario in which the PAM is included,Inclusion of estimate in projections,Indicators to monitor and evaluate implementation,2015 total kt CO2 equivalent per year:number,2015 EU ETS kt CO2:number,2015 non ETS kt CO2:number,2020 total kt CO2:number,2020 EU ETS kt CO2:number,2020 non ETS kt CO2:number,2025 total kt CO2:number,2030 total kt CO2:number,Average emission reduction kt CO2,Impact included in another policy or policy package,Other policy or policy package in which the impact is included,Reference source of estimation ,Years for which the reduction applies,Basis for estimate,Factors affected by PAM,Inclusion of savings related to EU policies,Costs in EUR per tonne CO2 equivalent reduced sequestered,Absolute costs per year in EUR,Description _ basis for cost estimate,Documentation _ source of cost estimate,Interaction with other policies and measures at the national or EU level,Details on policy interactions,Non GHG_mitigation benefits,Additional comment,Name or organisation providing information on policy,Check of mandatory reporting,Comments by MS
FR-CRS-018,FR,France,185,Contrats de Projets Etat-Région (CPER) ,Accompagner les collectivités territoriales dans la mise en œuvre de leurs politiques climatiques et énergétiques,"Dans le cadre de la contractualisation entre l’Etat et les régions (contrats de projets pour la période 2007-2013), l’Etat a retenu comme priorité l’appui aux plans climat-énergie régionaux et finance, par le biais de l'ADEME, à hauteur de 76M€ par an les","Planning, Research, Education, Information, Regulatory, Voluntary/ negotiated agreement, Fiscal, Economic",Energy consumption: End-use efficiency and energy services 2006/32/EC repealing SAVE Directive (Directive 93/76/EEC),,,Energy consumption: End-use efficiency and energy services 2006/32/EC repealing SAVE Directive (Directive 93/76/EEC),CO2,"EU ETS, non EU ETS","Cross-cutting, Land use / land-use change / forestry, Waste, Agriculture, Industrial Processes, Transport, Energy use - other (commercial and agricultural), Energy use - residential, Energy use -Industry / Construction, Energy supply",implemented,2007,2013,,"National government, Regional entities, Local government, Research institutions",DATAR/ Conseils régionaux/ Préfectures de région/ ADEME,with existing measures (WEM),,Méthode NECATER pour calcul des émissions carbone liées aux programmes financés.,,,,,,,,,,,,,,"La méthode NECATER permet d’évaluer l’impact carbone d’un programme d’investissement en prenant en compte l’ensemble du cycle de vie du projet financé.
On constate au niveau national la réduction des émissions carbone de 80 kt pour une neutralité atteinte",,,,76000000,,,,,,,,,
FR-CRS-019,FR,France,186,Outils de soutien de l’ADEME aux PCET ,Soutenir les collectivités dans la mise en place des PCET,"L’ADEME propose un dispositif de formation à destination des collectivités territoriales, ainsi que différents outils parmi lesquels la labellisation Cit’ergie, le guide « construire et mettre en œuvre un PCET », la mise en place de Contrats d’Objectifs T","Education, Information, Regulatory, Voluntary/ negotiated agreement, Fiscal, Economic",Energy consumption: End-use efficiency and energy services 2006/32/EC repealing SAVE Directive (Directive 93/76/EEC),,,Energy consumption: End-use efficiency and energy services 2006/32/EC repealing SAVE Directive (Directive 93/76/EEC),CO2,"EU ETS, non EU ETS","Cross-cutting, Land use / land-use change / forestry, Waste, Agriculture, Industrial Processes, Transport, Energy use - other (commercial and agricultural), Energy use - residential, Energy use -Industry / Construction, Energy supply",implemented,2008,,,Research institutions,ADEME,with existing measures (WEM),,,,,,,,,,,,,,,,"Cit’ergie : Au 1er janvier 2010, 4 collectivités étaient labellisées et 4 en route pour la labellisation. Depuis janvier 2010, le nombre de collectivités engagées dans la démarche Cit’ergie a nettement augmenté car elles sont au nombre de 18.
Actuellement",,,,"Formation : 466 700 euros TTC
Citergie : Coût pour la collectivité (conseiller + auditeur) de l’ordre de 30 000 euros sur 4 ans et 0.005 cts/hab/an.
PCET (ADEME): 100 000 euros en budget d'intervention (montage du site Internet et réalisation des contenus",,,,,,,,,
FR-ENS-035,FR,France,187,Appel à projets ville durable ,Plusieurs appels à projet ont vocation à favoriser le développement de la Ville Durable.,"Ensemble de mesures destinées à soutenir les actions innovantes des collectivités territoriales dans le domaine de l’aménagement urbain durable (appel à projets Eco-quartiers, démarche Eco-cités, appel à projets sur les transports collectifs en site propr","Planning, Research, Education, Information, Regulatory, Voluntary/ negotiated agreement, Fiscal, Economic",Energy consumption: End-use efficiency and energy services 2006/32/EC repealing SAVE Directive (Directive 93/76/EEC),,,Energy consumption: End-use efficiency and energy services 2006/32/EC repealing SAVE Directive (Directive 93/76/EEC),CO2,"EU ETS, non EU ETS","Energy supply, Energy use - residential, Energy use -Industry / Construction, Energy supply, Energy supply, Energy use - residential, Energy use -Industry / Construction, Energy supply",implemented,2008,,,"National government, Research institutions",MEDDE / ADEME,with existing measures (WEM),,"Nombre de dossiers déposés pour l’appel à projets Eco-quartiers.
Nombre de dossiers déposés pour la démarche Eco-cités et nombre de dossiers sélectionnés.
Nombre de projets engagés d’ici fin 2011 pour l’appel à projet transports collectifs en sites propre",,,,,,,,,,,,,,160 dossiers déposés pour l’appel à projets Eco-quartiers ; 19 dossiers déposés pour la démarche Eco-cités (13 sélectionnés) ; plus de 50 projets engagés d’ici fin 2011 pour l’appel à projet transports collectifs en sites propres.,,,,"Démarche Eco-cités : 1 milliard d’euros.
Appel à projets transports collectifs en sites propres : entre 2009 et 2011, l’Etat apportera 800 M€. Cette aide traduit un effort sans précédent de l’Etat en faveur des transports urbains.",,,,,,,,,
FR-CRS-020,FR,France,188,"Message « l’énergie est notre avenir, économisons-là » ",Sensibilisation du grand public,"Instauré par décret et arrêté du 28 novembre 2006, ce slogan est obligatoire pour toute publicité effectuée par une entreprise de vente d'électricité, de chaleur ou de froid, de combustibles solides, liquides ou gazeux et de carburants, ou de services aff","Information, Regulatory, Voluntary/ negotiated agreement, Fiscal, Economic",Energy consumption: End-use efficiency and energy services 2006/32/EC repealing SAVE Directive (Directive 93/76/EEC),,,Energy consumption: End-use efficiency and energy services 2006/32/EC repealing SAVE Directive (Directive 93/76/EEC),CO2,"EU ETS, non EU ETS","Cross-cutting, Land use / land-use change / forestry, Waste, Agriculture, Industrial Processes, Transport, Energy use - other (commercial and agricultural), Energy use - residential, Energy use -Industry / Construction, Energy supply",implemented,2007,,,National government,MEDDE,with existing measures (WEM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR-CRS-021,FR,France,189,Charte pour une publicité éco-responsable ,Encadrer plus strictement la publicité au regard du développement durable et de l’environnement pour mieux garantir des publicités respectueuses de l’environnement,Engagements pris entre les professionnels de la publicité et le ministère du Développement durable afin d’encadrer plus strictement la publicité au regard du développement durable et de l’environnement,"Information, Regulatory, Voluntary/ negotiated agreement, Fiscal, Economic",Energy consumption: End-use efficiency and energy services 2006/32/EC repealing SAVE Directive (Directive 93/76/EEC),,,Energy consumption: End-use efficiency and energy services 2006/32/EC repealing SAVE Directive (Directive 93/76/EEC),CO2,"EU ETS, non EU ETS","Cross-cutting, Land use / land-use change / forestry, Waste, Agriculture, Industrial Processes, Transport, Energy use - other (commercial and agricultural), Energy use - residential, Energy use -Industry / Construction, Energy supply",implemented,2008,,,"National government, Research institutions",MEDDE / ADEME,with existing measures (WEM),,,,,,,,,,,,,,www.arpp-pub.org/IMG/pdf/RecoDDJuin09-3.pdf,,,,,,,,,,,,,,,
FR-WST-015,FR,France,190,Campagne de sensibilisation de l’ADEME sur les déchets ,Sensibilisation du grand public,"Campagne sur la réduction des déchets « réduisons vite nos déchets, ça déborde » copilotée par l’ADEME et le ministère en charge du développement durable.","Information, Regulatory, Voluntary/ negotiated agreement, Fiscal, Economic",National policy not related to EU policies,Waste: Waste Framework Directive (2008/98/EC) amending Directive on waste 2006/12/EE,,National policy not related to EU policies; Waste: Waste Framework Directive (2008/98/EC) amending Directive on waste 2006/12/EE,CH4,non EU ETS,"Waste, Agriculture, Industrial Processes, Transport, Energy use - other (commercial and agricultural), Energy use - residential, Energy use -Industry / Construction, Energy supply",implemented,2006,,,Research institutions,ADEME,with existing measures (WEM),,,,,,,,,,,,,,,,,,,,"Budget 2009 – 2011 (hors achat d’espace) : 3,5 millions euros TTC ; Estimation coût d’achats d’espace : 2009 = 5 M€ et 2010 = 5,9M€.",,,,,,,,,
FR-WST-016,FR,France,191,Semaine Européenne de la Réduction des Déchets ,Sensibilisation du grand public,"Evénement organisé en France à partir de 2006. En 2009, la Semaine devient européenne.","Information, Regulatory, Voluntary/ negotiated agreement, Fiscal, Economic",National policy not related to EU policies,Waste: Waste Framework Directive (2008/98/EC) amending Directive on waste 2006/12/EE,,National policy not related to EU policies; Waste: Waste Framework Directive (2008/98/EC) amending Directive on waste 2006/12/EE,CH4,non EU ETS,"Waste, Agriculture, Industrial Processes, Transport, Energy use - other (commercial and agricultural), Energy use - residential, Energy use -Industry / Construction, Energy supply",implemented,2006,,,Research institutions,ADEME,with existing measures (WEM),,,,,,,,,,,,,,,,"En 2009, plus de 2672 actions dans 14 pays dont 1313 actions en France.",,,,"Budget total du projet (pour 3 ans, période 2009-2011) : 2 146 644 € (financement CE 50%). Répartition du budget entre les différents partenaires :
- Financement ADEME : 489 731€ 
- Financement ACR+ : 110 982,50 €
- Financement IBGE : 181 726 €
- Financem",,,,,,,,,
FR-CRS-022,FR,France,192,Campagne de sensibilisation de l’ADEME sur les économies d’énergie ,Sensibilisation du grand public,"Campagne sur les économies d’énergie « économies d’énergie faisons vite, ça chauffe »","Information, Regulatory, Voluntary/ negotiated agreement, Fiscal, Economic",Energy consumption: End-use efficiency and energy services (Directive 2006/32/EC),,,Energy consumption: End-use efficiency and energy services (Directive 2006/32/EC),CH4,"EU ETS, non EU ETS","Cross-cutting, Land use / land-use change / forestry, Waste, Agriculture, Industrial Processes, Transport, Energy use - other (commercial and agricultural), Energy use - residential, Energy use -Industry / Construction, Energy supply",implemented,2004,,,Research institutions,ADEME,with existing measures (WEM),,,,,,,,,,,,,,,,,,,,"5 946 696 € (hors achat d’espaces) ; Estimation coût d’achats d’espace : 2009 : 8,9 millions euros ; 2010 : 6,4 millions euros.",,,,,,,,,
FR-ENU-006,FR,France,193,Etiquetage CO2 des produits ,Sensibilisation du grand public,"Phase d’expérimentation de l’étiquetage CO2 des produits, et de leurs emballages, ainsi que de la consommation de ressources naturelles ou de l'impact sur les milieux naturels qui sont imputables à ces produits au cours de leur cycle de vie.","Information, Regulatory, Voluntary/ negotiated agreement, Fiscal, Economic",Energy consumption: End-use efficiency and energy services (Directive 2006/32/EC),,,Energy consumption: End-use efficiency and energy services (Directive 2006/32/EC),CO2,"EU ETS, non EU ETS","Energy use -Industry / Construction, Energy supply, Energy use - other (commercial and agricultural), Energy use - residential, Energy use -Industry / Construction, Energy supply, Energy supply, Energy use - residential, Energy use -Industry / Construction, Energy supply",planned,2011,,,National government,MEDDE,with additional measures (WAM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR-RES-036,FR,France,194,Espaces infos Energie ,Sensibilisation du grand public,Mise en place d’espaces pour conseiller les particuliers sur l'efficacité énergétique et les énergies renouvelables.,"Information, Regulatory, Voluntary/ negotiated agreement, Fiscal, Economic",Energy consumption: End-use efficiency and energy services (Directive 2006/32/EC),,,Energy consumption: End-use efficiency and energy services (Directive 2006/32/EC),CO2,non EU ETS,"Energy use - residential, Energy use -Industry / Construction, Energy supply",implemented,2001,,,Research institutions,ADEME,with existing measures (WEM),,Impact environnemental direct des EIE en 2009 et en 2010,,,,,,,,,"145
166,62",,,,"2010
2009",,,,,"En 2009, la contribution de l’ADEME s’élève à 10,5 M€ destinés à la pérennisation et au développement du réseau : organisation de formations des conseillers info énergie, campagne de communication pour promouvoir le dispositif, co-financement des missions",,,,,,,,,
FR-CRS-023,FR,France,195,Politiques publiques en faveur de l'investissement socialement responsable,Sensibilisation du grand public,Du 11 au 20 octobre 2012 s’est déroulée la troisième semaine de l’Investissement Socialement Responsable (ISR).,"Information, Regulatory, Voluntary/ negotiated agreement, Fiscal, Economic",Energy consumption: End-use efficiency and energy services (Directive 2006/32/EC),,,Energy consumption: End-use efficiency and energy services (Directive 2006/32/EC),CO2,"EU ETS, non EU ETS","Cross-cutting, Land use / land-use change / forestry, Waste, Agriculture, Industrial Processes, Transport, Energy use - other (commercial and agricultural), Energy use - residential, Energy use -Industry / Construction, Energy supply",implemented,2009,,,National government,MEDDE,with existing measures (WEM),,,,,,,,,,,,,,,,,,,,,,,,,,www.developpement-durable.gouv.fr/Que-fait-on-pour-favoriser-son.html,,,
FR-CRS-024,FR,France,196,Formations au bilan carbone ,Sensibilisation du grand public,"L’ADEME propose des formations au bilan carbone, tant à destination des professionnels que des enseignants.","Information, Regulatory, Voluntary/ negotiated agreement, Fiscal, Economic",Energy consumption: End-use efficiency and energy services (Directive 2006/32/EC),,,Energy consumption: End-use efficiency and energy services (Directive 2006/32/EC),CO2,"EU ETS, non EU ETS","Cross-cutting, Land use / land-use change / forestry, Waste, Agriculture, Industrial Processes, Transport, Energy use - other (commercial and agricultural), Energy use - residential, Energy use -Industry / Construction, Energy supply",implemented,2004,,,Research institutions,ADEME,with existing measures (WEM),,Nombre de stagiaires formés ; nombre d’enseignants formés.,,,,,,,,,,,,,,"En 2010, plus de 2 200 professionnels ont été formés, ainsi que 80 enseignants.",,,,"Professionnels : en moyenne, et depuis 2009, budget annuel d’environ 800 000 € TTC (marché passé avec le groupement des formateurs).
Enseignants : budget de 190 000 € TTC sur 2 ans (marché passé avec le groupement des formateurs).",,,,,,,,,
